Enode B,Région,Site Théorique,N° SI Géo,PTN C ( raccordement),Modèle PTN raccordement,Port PTN C,PTN B (R+1),Modèle PTN R+1,Port PTN B,Shapping PTN (BDO),PkLoss (18/05/18),Delay (18/05/18),BE,AF22,CS1,Coordonnée WGS84 X,Coordonnée WGS84 Y,Unité urbaine (nb habitant),CRZ,Opérateur SFR/BYTEL,Adresse IP,IPSEC,Fournisseur (H/E),"Egress Scheduler Policy (Crozon/No Crozon Ancienne, 7750 5 Level Nouvelle) PTN raccordement","Egress Scheduler Policy (Crozon/No Crozon Ancienne, 7750 5 Level Nouvelle) PTN R+1",Egress perc of rate,Shapping PTN (BDR),Shapping PTN Raccordement (Egress Rate),Shapping PTN R+1 (Egress Rate),Débit Max Radio,Operational Speed PTN Raccordement,Operational Speed PTN R+1,Config Speed PTN Raccordement,Config Speed PTN R+1,Config Duplex PTN Raccordement (Half/Full),Config Duplex PTN R+1 (Half/Full),NEO,MX 1+0,MX 1+1,Somme FH limitant,IPASOLINK 200,IPASOLINK 400,MINI-LINK-TN-2P,"MINI-LINK-
TN-6P","MINI-LINK-CN_510_1+0",MINI-LINK-CN_510_2+0,MINI-LINK-TN_V2,RTN380,RTN380_R2,RTN905_2A,RTN905_1A,RTN905_2A_32E1,RTN905_2E,FRX-3E,Somme FH,KP FH-CAP,KP FH-LH,Commentaires,Etat investiguation 
E00002,MED,T72416,SI054582,PTN00469,7750, 4/2/21,PTN00469,7750, 4/2/21,Default,,,,,,5.10451387285334,43.6500546536702,,Oui,,,,,NO_CROZON,NO_CROZON,100,,Default,Default,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00003,MED,T34313,SI660837,,,,,,,,,,,,,5.13738541725141,43.6289250133392,,Oui,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00004,IDF,T79145,SI727711,PTN00946,7750, 3/2/1,PTN00946,7750, 3/2/1,78000,,,,,,1.4832599772641,48.7511867852936,"Commune <= 0,5 Khab",Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,1000,,Default,Default,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00005,MED,T72537,SI055914,PTN01460,7705, 1/4/8,PTN01460,7705, 1/4/8,Default,,,,,,5.20634121994117,43.7528898715327,Commune sup 1 Khab,Oui,CRZ BYT,,,,NO,NO, ,,618000,618000,456,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,,,,
E00007,MED,T29842,SI332819,PTN00649,7750, 4/2/19,PTN00649,7750, 4/2/19,1000000,,,,,,4.26484730144961,43.9704213946476,Commune sup 1 Khab,Oui,CRZ BYT,,,,CROZON_LIMIT_ON,CROZON_LIMIT_ON,100,,Default,Default,622,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,
E00008,MED,T29770,SI725241,,,,,,,,,,,,,4.35910477779425,43.8413966252964,UU sup 100 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00009,MED,T73340,SI126058,PTN00651,7750, 3/2/17,PTN00651,7750, 3/2/17,448000,,,,,,5.11416643673834,43.629343790185,UU sup 50 Khab,Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,1000,,Default,Default,448,100M,100M,1G,1G,full,full,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
E00010,IDF,T79833,SI149110,PTN01320,7705, 1/4/5,PTN00146,7750, 4/1/19,Default,,,,,,1.53904417438982,48.8317332271023,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,NO,NO,100,,448000,,152,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,,,,
E00011,CTA,T35356,SI725934,PTN00330,7750, 5/2/10,PTN00330,7750, 5/2/10,225000,,,,,,4.68119404885784,46.2815132106486,"Commune <= 0,5 Khab",Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,100,,Default,Default,225,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
E00012,IDF,T96801,SI797602,PTN00004,7750, 3/1/3,PTN00004,7750, 3/1/3,Default,,,,,,2.2617902923352,48.7256927367768,,Non,,,,,NO_CROZON,NO_CROZON,100,,Default,Default,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00013,IDF,T79161,SI727727,,,,,,,,,,,,,1.35822150715199,48.7344828263083,UU sup 10 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00014,MED,T21750,SI684934,,,,,,,,,,,,,7.30539302076746,43.9732853232473,Commune sup 1 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00015,IDF,T79816,SI335658,,,,,,,,,,,,,1.51535984137407,48.9174599142665,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00016,CTA,T29890,SI016798,PTN02279,7705, 1/4/8,PTN00910,7750, 3/2/12,Default,,,,,,4.83205495169316,46.1465263051763,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,NO,NO,100,,456000,,456,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
E00017,IDF,T79774,SI151016,PTN01462,7705, 1/5/7,PTN01462,7705, 1/5/7,Default,,,,,,1.45748972549159,48.6715892733283,Commune sup 1 Khab,Oui,CRZ BYT,,,,NO,NO, ,,448000,448000,448,N/A,N/A,1G,1G,full,full,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
E00019,MED,T74336,SI724919,PTN00541,7750, 4/2/14,PTN00541,7750, 4/2/14,Default,,,,,,6.42873432949764,43.1534688897369,UU sup 10 Khab,Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,1000,,406000,406000,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00020,MED,T16565,SI056311,,,,,,,,,,,,,6.79511146712065,43.7258917283258,,Oui,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00021,CTA,T79957,SI123217,PTN01196,7705, 1/4/6,PTN00910,7750, 3/2/9,Default,,,,,,4.759055691486,46.0808196598463,UU sup 10 Khab,Oui,CRZ BYT,,,,NO,NO,100,,452000,,452,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,,,,
E00022,MED,T79287,SI727853,,,,,,,,,,,,,4.13592511169071,43.6706194924693,UU sup 10 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00023,IDF,T83907,SI151489,,,,,,,,,,,,,1.40750423583343,48.8607811560278,UU sup 10 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00024,MED,T72616,SI056534,,,,,,,,,,,,,6.83755168105058,43.7110625505324,,Oui,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00025,IDF,T29767,SI725133,PTN01451,7705, 1/4/2,PTN01451,7705, 1/4/2,Default,,,,,,0.78189426398842,48.3297972659821,UU sup 10 Khab,Oui,CRZ BYT,,,,NO,NO, ,,1000000,1000000,456,N/A,N/A,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,,,,
E00026,IDF,T79695,SI029895,,,,,,,,,,,,,1.48446769652896,48.8722593952612,UU sup 10 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00027,CTA,T71526,SI588349,PTN01341,7705, 1/1/8,PTN00687,7750, 1/2/1,Default,,,,,,4.66646584446194,45.24170917895,UU sup 10 Khab,Oui,CRZ BYT,10.20.147.218,NOK,Ericsson,NO,NO_CROZON,100,,650000,,396,1G,1G,1G,1G,full,full,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,,,,
E00028,IDF,T79193,SI727759,,,,,,,,,,,,,1.07689964489641,48.5126396434684,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00030,IDF,T83823,SI081452,PTN01451,7705, 1/4/5,PTN01451,7705, 1/4/5,Default,,,,,,1.05822866806306,48.2379265840323,,Oui,,,,,NO,NO, ,,Default,Default,0,N/A,N/A,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00031,IDF,T79689,SI029913,PTN01462,7705, 1/2/8,PTN01462,7705, 1/2/8,Default,,,,,,1.40523894857258,48.6442128436158,"Commune <= 0,5 Khab",Oui,CRZ BYT,,,,NO,NO, ,,448000,448000,448,N/A,N/A,1G,1G,full,full,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
E00032,MED,T79283,SI727849,,,,,,,,,,,,,4.1222797320899,43.6798362322943,UU sup 10 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00033,MED,T72659,SI057096,,,,,,,,,,,,,7.23630508636787,43.8806248460529,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00034,CTA,T79963,SI142718,PTN00910,7750, 3/2/21,PTN00910,7750, 3/2/21,448000,,,,,,4.58473860222596,46.1504986830384,UU <= 10 Khab,Oui,CRZ BYT,,,,NO,NO,100,,Default,Default,448,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
E00035,IDF,T79690,SI029950,PTN01075,7750, 4/2/10,PTN01075,7750, 4/2/10,118000,,,,,,1.45701612496201,48.5334392535063,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,100,,Default,Default,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00037,CTA,T79990,SI015014,PTN00332,7750, 5/2/13,PTN00332,7750, 5/2/13,634000,,,,,,4.96482919886516,46.1234790403641,UU <= 10 Khab,Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,100,,Default,Default,634,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,
E00040,CTA,T79954,SI017010,PTN02281,7705, 1/2/8,PTN00069,7750, 4/2/7,Default,,,,,,4.86116131301472,45.9670522335436,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,NO,NO_CROZON,1000,,Default,,912,1G,100M,1G,100M,full,full,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,
E00043,IDF,T79140,SI727706,PTN01462,7705, 1/9/7,PTN01462,7705, 1/9/7,Default,,,,,,1.43436543357208,48.5947608845943,"Commune <= 0,5 Khab",Oui,CRZ BYT,,,,NO,NO, ,,456000,456000,0,N/A,N/A,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00044,CTA,T79949,SI015846,PTN01196,7705, 1/2/8,PTN00910,7750, 3/2/9,Default,,,,,,4.654176828728,46.1086733841386,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,NO,NO,100,,Default,,656,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,
E00045,CTA,T79953,SI017255,PTN01196,7705, 1/4/1,PTN00910,7750, 3/2/9,Default,,,,,,4.85107794874624,46.0567540873829,Commune sup 1 Khab,Oui,CRZ BYT,,,,NO,NO,100,,598000,,598,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,,,,
E00046,MED,T41069,SI724430,,,,,,,,,,,,,5.99273949312936,43.3685848780204,,Oui,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00047,CTA,T79974,SI014377,PTN02281,7705, 1/3/8,PTN00069,7750, 4/2/7,Default,,,,,,4.94866011788342,45.9273848165581,UU <= 10 Khab,Oui,CRZ BYT,,,,NO,NO_CROZON,1000,,Default,,912,1G,100M,1G,100M,full,full,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,
E00050,IDF,T29830,SI332475,,,,,,,,,,,,,1.35872632954598,48.5849095852675,Commune sup 1 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00051,MED,T79237,SI727803,,,,,,,,,,,,,4.13160214562044,43.5450048117299,UU sup 10 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00052,IDF,T79148,SI727714,,,,,,,,,,,,,1.46682290541214,48.4364317078755,,Oui,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00054,CTA,T78877,SI727582,PTN02281,7705, 1/1/8,PTN00069,7750, 4/2/7,Default,,,,,,4.94058129587039,45.9365378459297,,Oui,,,,,NO,NO_CROZON,1000,,Default,,912,1G,100M,1G,100M,full,full,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,
E00057,IDF,T79808,SI337969,PTN01415,7705, 1/2/7,PTN01415,7705, 1/2/7,Default,,,,,,1.6265614440224,48.5646593313587,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,NO,NO, ,,448000,448000,0,100M,100M,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00058,CTA,T79921,SI013781,,,,,,,,,,,,,5.12923339289831,45.8636337827644,,Oui,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00059,CTA,T78875,SI727580,PTN02281,7705, 1/1/2,PTN00069,7750, 4/2/7,,,,,,,4.87458801453095,45.9442463900257,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,NO,NO_CROZON,1000,,,,912,1G,100M,1G,100M,full,full,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,
E00060,CTA,T78796,SI727502,PTN01196,7705, 1/4/7,PTN00910,7750, 3/2/9,Default,,,,,,4.78364832597654,46.0861223930955,Commune sup 1 Khab,Oui,CRZ BYT,,,,NO,NO,100,,456000,,456,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,,,,
E00063,IDF,T79190,SI727756,,,,,,,,,,,,,1.48487748074947,48.4436481472036,UU sup 50 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00065,IDF,T79147,SI727713,,,,,,,,,,,,,1.46115974575692,48.4518810263038,UU sup 50 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00066,IDF,T79155,SI727721,PTN00946,7750, 3/1/23,PTN00946,7750, 3/1/23,442000,,,,,,1.32563280945886,48.6173102765569,"Commune <= 0,5 Khab",Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,1000,,Default,Default,442,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,
E00067,IDF,T79824,SI036473,,,,,,,,,,,,,1.51202938335388,48.4270730767421,UU sup 50 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00068,CTA,T79973,SI014556,,,,,,,,,,,,,4.74073977275497,46.1055145403079,UU sup 10 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00069,CTA,T79998,SI016781,PTN01196,7705, 1/4/1,PTN00910,7750, 3/2/9,Default,,,,,,4.85865656159693,46.0741923501052,Commune sup 1 Khab,Oui,CRZ BYT,,,,NO,NO,100,,598000,,452,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,,,,
E00072,IDF,T79154,SI727720,PTN00946,7750, 2/2/16,PTN00946,7750, 2/2/16,Default,,,,,,1.29827958432943,48.7339198367066,"Commune <= 0,5 Khab",Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,1000,,456000,456000,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00073,CTA,T79915,SI013524,PTN00069,7750, 4/2/6,PTN00069,7750, 4/2/6,456000,,,,,,4.90102991297296,45.8784027107111,Commune sup 1 Khab,Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,1000,,Default,Default,456,100M,100M,100M,100M,full,full,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
E00074,CTA,T79663,SI728097,PTN02278,7705, 1/4/8,PTN00910,7750, 3/2/11,,,,,,,4.77635170045733,46.2133984270345,,Oui,,,,,NO,NO,100,,,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00078,CTA,T29887,SI015196,PTN01933,7705, 1/2/7,PTN01441,7705, 1/2/3,Default,,,,,,3.98702082311009,46.9081024150424,,Oui,,10.20.155.162,NOK,Ericsson,NO,NO, ,,Default,,618,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,
E00080,CTA,T37962,SI031818,PTN01440,7705, 1/1/3,PTN01440,7705, 1/1/3,Default,,,,,,3.90667916515793,47.6441732854986,Commune sup 1 Khab,Oui,CRZ BYT,10.20.241.34,NOK,Ericsson,NO,NO, ,,285000,285000,225,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,,,,
E00081,IDF,T29826,SI034422,PTN00946,7750, 3/2/3,PTN00946,7750, 3/2/3,630000,,,,,,1.18364894421498,48.7019024431563,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,1000,,Default,Default,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00082,IDF,T79802,SI035265,,,,,,,,,,,,,1.01473964192009,48.4707900611592,UU <= 10 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00084,MED,T73988,SI543348,,,,,,,,,,,,,3.68615572898564,43.4019340573176,UU sup 50 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00085,CTA,T79655,SI728089,,,,,,,,,,,,,4.73223733239835,46.1772552611371,,Oui,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00087,IDF,T79187,SI727753,,,,,,,,,,,,,1.87870183408132,48.2073978766239,,Oui,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00088,IDF,T79162,SI727728,,,,,,,,,,,,,1.7521604908298,48.1690159512756,"Commune <= 0,5 Khab",Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00089,CTA,T79950,SI016753,PTN02278,7705, 1/3/8,PTN00910,7750, 3/2/11,,,,,,,4.75678195352081,46.2106680057718,,Oui,,,,,NO,NO,100,,,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00090,IDF,T79773,SI332454,PTN02076,7705, 1/1/8,PTN01451,7705, 1/1/5,Default,,,,,,1.007546842021,48.5488963130358,,Oui,,,,,NO,NO, ,,Default,,152,1G,N/A,1G,1G,full,full,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,
E00091,IDF,T96900,SI809780,PTN00004,7750, 3/1/3,PTN00004,7750, 3/1/3,Default,,,,,,2.23028962220685,48.8957271749845,UU sup 400 Khab,Non,ZTD,,,,NO_CROZON,NO_CROZON,100,,Default,Default,406,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00093,IDF,T79814,SI334036,,,,,,,,,,,,,1.7722221485047,48.341015702811,,Oui,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00094,IDF,T79192,SI727758,,,,,,,,,,,,,1.58197710962557,48.6926724402096,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00095,MED,T74578,SI722089,PTN00651,7750, 3/2/9,PTN00651,7750, 3/2/9,456000,,,,,,5.09333308832039,43.6294269967873,UU sup 50 Khab,Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,1000,,Default,Default,456,100M,100M,1G,1G,full,full,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
E00096,IDF,T79194,SI727760,,,,,,,,,,,,,1.39660977948622,48.7374536888775,UU sup 10 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00097,MED,T72437,SI054727,PTN00651,7750, 3/2/15,PTN00651,7750, 5/1/24,Default,,,,,,5.21666783053766,43.5816478072786,UU <= 10 Khab,Oui,CRZ BYT,10.21.159.90,OK,Ericsson,NO_CROZON,NO_CROZON,1000,,Default,,456,100M,100M,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,
E00098,NOE,T73539,SI104745,PTN00325,7750, 5/1/24,PTN00325,7750,,,,,,,,6.09726974882977,49.1049992451792,UU sup 200 Khab,Non,ZTD,,,,NO_CROZON,NO_CROZON,100,,Default,,,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00100,IDF,T79142,SI727708,,,,,,,,,,,,,1.69053916351464,48.2993977252384,"Commune <= 0,5 Khab",Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00101,IDF,T79828,SI036191,,,,,,,,,,,,,1.69300155012236,48.3315012972178,,Oui,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00102,IDF,T29828,SI034691,,,,,,,,,,,,,0.973681196729983,48.6815168253559,"Commune <= 0,5 Khab",Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00104,IDF,T79688,SI035229,,,,,, 1/4/6,Default,,,,,,1.36660498815121,48.7177779466432,,Oui,,,,,,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00106,IDF,T79804,SI034855,PTN01451,7705, 1/4/6,PTN01451,7705, 3/2/22,Default,,,,,,1.229111216096,48.4483589341714,UU <= 10 Khab,Oui,CRZ BYT,,,,NO,NO, ,,430000,,432,N/A,N/A,1G,1G,full,full,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,,,,
E00108,CTA,T35235,SI031341,PTN01803,7705, 1/3/8,PTN01455,7750,,,,,,,,3.10945960164291,48.0553116443147,,Oui,,,,,NO,CROZON_LIMIT_ON,100,,446000,,,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00110,IDF,T79138,SI727704,,,,,, 1/1/5,Default,,,,,,1.85642488938172,48.2722194885845,,Oui,,,,,,,,,,,152,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,
E00111,IDF,T79797,SI034684,PTN02076,7705, 1/1/3,PTN01451,7705,,,,,,,,1.1580608769747,48.6205174564174,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,NO,NO, ,,1000000,,,1G,N/A,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00112,IDF,T79771,SI029289,,,,,, 3/1/23,442000,,,,,,1.85086594687731,48.1076537163761,"Commune <= 0,5 Khab",Oui,CRZ BYT,,,,,,,,,,442,,,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,
E00116,IDF,T79792,SI034411,PTN00946,7750, 3/1/23,PTN00946,7750,,,,,,,,1.32737115254571,48.6724320478736,Commune sup 1 Khab,Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,1000,,Default,,,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00117,MED,T79263,SI727829,,,,,,,,,,,,,4.18355836932517,43.7359929877735,UU sup 10 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00118,MED,T79222,SI727788,,,,,,,,,,,,,4.15709513846146,43.7635049046057,UU sup 10 Khab,Oui,CRZ BYT,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00119,CTA,T79966,SI016072,,,,,,,,,,,,,4.61258456490391,46.1819757660372,,Oui,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E00120,MED,T40536,SI332367,,,,,, 3/1/5,456000,,,,,,4.70665041331274,44.2553744356498,UU <= 10 Khab,Oui,CRZ BYT,,,,,,,,,,456,,,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,
E00121,MED,T79271,SI727837,PTN00462,7750, 3/1/5,PTN00462,7750,,,,,,,,4.49682582536981,43.8312980541465,UU <= 10 Khab,Oui,CRZ BYT,10.21.160.114,NOK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
