Enode B,Région,Site Théorique,N° SI Géo,PTN C ( raccordement),Modèle PTN raccordement,Port PTN C,PTN B (R+1),Modèle PTN R+1,Port PTN B,Shapping PTN (BDO),PkLoss (18/05/18),Delay (18/05/18),BE,AF22,CS1,Coordonnée WGS84 X,Coordonnée WGS84 Y,Unité urbaine (nb habitant),CRZ,Opérateur SFR/BYTEL,Adresse IP,IPSEC,Fournisseur (H/E),"Egress Scheduler Policy (Crozon/No Crozon Ancienne, 7750 5 Level Nouvelle) PTN raccordement","Egress Scheduler Policy (Crozon/No Crozon Ancienne, 7750 5 Level Nouvelle) PTN R+1",Egress perc of rate,Shapping PTN (BDR),Shapping PTN Raccordement (Egress Rate),Shapping PTN R+1 (Egress Rate),Débit Max Radio,Operational Speed PTN Raccordement,Operational Speed PTN R+1,Config Speed PTN Raccordement,Config Speed PTN R+1,Config Duplex PTN Raccordement (Half/Full),Config Duplex PTN R+1 (Half/Full),NEO,MX 1+0,MX 1+1,Somme FH limitant,IPASOLINK 200,IPASOLINK 400,MINI-LINK-TN-2P,"MINI-LINK-
TN-6P","MINI-LINK-CN_510_1+0",MINI-LINK-CN_510_2+0,MINI-LINK-TN_V2,RTN380,RTN380_R2,RTN905_2A,RTN905_1A,RTN905_2A_32E1,RTN905_2E,FRX-3E,Somme FH,KP FH-CAP,KP FH-LH,Commentaires,Etat investiguation 
E04171,CTA,T74045,SI724853,PTN00331,7750, 4/2/17,PTN00331,7750, 3/1/21,444000,,,,,,4.13180978455878,45.4072564579849,"Commune <= 0,5 Khab",Oui,CRZ BYT,10.20.151.202,NOK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,444,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
E04173,IDF,T15918,SI608554,PTN00002,7750, 4/2/16,PTN00002,7750, 3/2/14,Default,,,,,,2.37505686622221,48.8651853216737,UU sup 400 Khab,Non,ZTD,10.21.3.234,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,406,1G,1G,1G,1G,full,full,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,
E04174,MED,T84540,SI730575,,,,,, 3/2/14,Default,,,,,,6.77025617618753,43.4224496436003,UU sup 50 Khab,Oui,CRZ BYT,10.21.157.42,OK,Ericsson,,,,,,,398,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,
E04176,IDF,T10752,SI033615,PTN00192,7750, 4/1/24,PTN00192,7750, 4/2/9,394000,,,,,,2.21335432934972,48.533672292711,,Oui,,,,,NO_CROZON,NO_CROZON,100,,Default,,394,1G,1G,1G,1G,full,full,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,
E04178,CTA,T72346,SI031896,PTN01455,7750, 1/2/17,PTN01455,7750, 4/2/18,Default,,,,,,3.21677799996885,48.1742394565733,"Commune <= 0,5 Khab",Oui,CRZ BYT,10.20.244.10,OK,Ericsson,CROZON_LIMIT_ON,CROZON_LIMIT_ON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04179,CTA,T79999,SI017440,PTN00688,7750, 3/2/20,PTN00688,7750, 5/1/7,456000,,,,,,5.93526780894696,46.3089079983692,"Commune <= 0,5 Khab",Oui,CRZ BYT,10.20.193.186,OK,Ericsson,NO,NO,100,,Default,,456,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
E04181,CTA,T85823,SI031517,PTN01086,7750, 4/2/3,PTN01086,7750, 3/2/11,456000,,,,,,3.1592700020605,46.9308782328921,,Oui,,10.20.224.42,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,456,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
E04186,MED,T21205,SI684389,PTN01809,7705, 1/1/6,PTN00034,7750, 4/2/20,456000,,,,,,6.56749955824081,44.2941077537955,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,10.21.222.34,OK,Ericsson,NO,NO_CROZON,100,,Default,,456,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
E04190,MED,T21699,SI684883,PTN01351,7705, 1/1/8,PTN01078,7750, 6/1/19,,,,,,,6.48688210966341,44.8668407651639,"Commune <= 0,5 Khab",Oui,CRZ BYT,10.21.174.74,NOK,Ericsson,NO,NO,100,,450000,,337,1G,N/A,1G,1G,full,full,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,
E04191,CTA,T78797,SI727503,PTN00069,7750, 4/1/23,PTN00069,7750, 3/2/9,406000,,,,,,4.89736030215418,45.8958776455682,,Oui,,,,,NO_CROZON,NO_CROZON,1000,,Default,,394,100M,100M,100M,100M,full,full,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,
E04198,MED,T23547,SI057712,PTN01182,7705, 1/1/8,PTN00041,7750, 2/2/16,Default,,,,,,5.43131672230623,43.5915907529699,UU sup 400 Khab,Non,ZTD,,,,NO,NO,100,,402000,,454,1G,N/A,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,,
E04201,CTA,T85904,SI731005,PTN01803,7705, 1/4/7,PTN01455,7750,,,,,,,,3.14137895534265,48.0172724120532,"Commune <= 0,5 Khab",Oui,CRZ BYT,10.20.193.154,OK,Ericsson,NO,CROZON_LIMIT_ON,100,,369000,,,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04209,CTA,T83788,SI017899,PTN01309,7705, 1/1/8,PTN01008,7750,,,,,,,,5.51977545404551,46.1856102725843,Commune sup 1 Khab,Oui,CRZ BYT,10.20.155.10,OK,Ericsson,NO,NO_CROZON,100,,1000000,,,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04210,IDF,T16808,SI625387,PTN00009,7750, 4/1/3,PTN00009,7750, 4/1/5,Default,,,,,,2.34173927255259,48.8800743242038,UU sup 400 Khab,Non,ZTD,,,,NO_CROZON,NO_CROZON,100,,Default,Default,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04211,CTA,T21004,SI545384,PTN01455,7750, 1/2/14,PTN01455,7750, 3/2/17,456000,,,,,,3.26599751724819,48.1895974304051,UU sup 10 Khab,Oui,CRZ BYT,10.20.236.106,OK,Ericsson,CROZON_LIMIT_ON,CROZON_LIMIT_ON,100,,Default,Default,456,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,
E04213,IDF,T15551,SI593562,PTN00313,7750, 5/2/2,PTN00313,7750,,,,,,,,2.57263264929098,49.1363400541668,Commune sup 1 Khab,Non,CRZ SFR,10.21.48.194,OK,Ericsson,NO_CROZON,NO_CROZON,1000,,Default,,,100M,100M,100M,100M,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04219,MED,T21119,SI684303,PTN00342,7750, 5/2/19,PTN00342,7750, 3/1/3,Default,,,,,,3.00271925749334,43.1869729972089,UU sup 50 Khab,Oui,CRZ BYT,10.21.175.138,OK,Ericsson,CROZON_LIMIT_ON,CROZON_LIMIT_ON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04220,CTA,T78847,SI727552,PTN01008,7750, 3/2/14,PTN01008,7750, 7/1/3,Default,,,,,,5.29135526580797,46.2722527723466,Commune sup 1 Khab,Oui,CRZ BYT,10.20.188.194,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04224,CTA,T71500,SI017857,PTN01443,7750, 4/2/6,PTN01443,7750, 4/1/14,812000,,,,,,4.44791808780695,45.7606081530352,Commune sup 1 Khab,Oui,CRZ BYT,10.20.209.58,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,361,1G,1G,1G,1G,full,full,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,,,,
E04226,IDF,T16774,SI651297,PTN00062,7750, 4/2/18,PTN00062,7750, 3/1/3,Default,,,,,,2.27905452766982,48.8616091099049,UU sup 400 Khab,Non,ZTD,10.21.117.82,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04228,CTA,T33712,SI656759,PTN01801,7705, 1/4/7,PTN00331,7750, 3/2/21,Default,,,,,,4.39006380629898,45.460659683596,,Non,,10.20.128.234,OK,Ericsson,NO,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04230,IDF,T13769,SI661205,PTN00009,7750, 4/2/18,PTN00009,7750,,,,,,,,2.3537277667771,48.8734136497495,UU sup 400 Khab,Non,ZTD,10.21.95.26,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04231,MED,T79847,SI055154,PTN00343,7750, 5/1/22,PTN00343,7750, 3/2/18,406000,,,,,,4.34539440659623,43.8538630682464,UU sup 100 Khab,Oui,CRZ BYT,10.21.191.154,OK,Ericsson,NO,NO,100,,Default,,406,1G,1G,1G,1G,full,full,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,
E04234,CTA,T33712,SI656759,PTN01801,7705, 1/5/7,PTN00331,7750, 1/3/8,Default,,,,,,4.39006380629898,45.460659683596,,Non,,10.20.128.226,OK,Ericsson,NO,NO_CROZON,100,,Default,,390,1G,1G,1G,1G,full,full,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,
E04236,CTA,T78789,SI727495,PTN01008,7750, 3/2/4,PTN01008,7750, 3/1/3,Default,,,,,,5.33917082925525,46.1947256979487,,Oui,,10.20.202.66,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04237,CTA,T85928,SI731029,PTN01086,7750, 4/2/16,PTN01086,7750, 3/1/3,Default,,,,,,3.10157652794042,47.1186316958605,Commune sup 1 Khab,Oui,CRZ BYT,10.20.222.154,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04238,CTA,T33712,SI656759,PTN01801,7705, 1/5/7,PTN00331,7750, 3/1/3,Default,,,,,,4.39006380629898,45.460659683596,,Non,,10.20.128.218,OK,Ericsson,NO,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04239,IDF,T29831,SI034690,PTN01075,7750, 4/2/7,PTN01075,7750, 3/2/6,Default,,,,,,1.540687284602,48.4701105414956,Commune sup 1 Khab,Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,100,,Default,,634,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,
E04240,IDF,T79144,SI727710,,,,,, 4/2/13,396000,,,,,,1.5626614071571,48.5327215031729,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,,,,,,,,,,396,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,
E04242,CTA,T30007,SI014061,PTN00064,7750, 5/2/3,PTN00064,7750,0,,,,,,,4.85954959602166,45.761555437348,UU sup 400 Khab,Non,ZTD,10.20.206.50,OK,Ericsson,NO,NO,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04243,CTA,T85851,SI014699,PTN01438,7705, 1/4/5,PTN01438,7705,,,,,,,,3.14748318964713,46.7462978791105,Commune sup 1 Khab,Oui,CRZ BYT,,,,NO,NO, ,,1000000,,,100M,100M,100M,100M,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04245,CTA,T33712,SI656759,PTN01801,7705, 1/4/7,PTN00331,7750,0,,,,,,,4.39006380629898,45.460659683596,,Non,,10.20.128.210,OK,Ericsson,NO,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04246,CTA,T71493,SI015408,PTN00331,7750, 5/2/2,PTN00331,7750, 1/1/5,,,,,,,4.32420225746573,45.3330741147096,UU <= 10 Khab,Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04250,CTA,T79664,SI728098,PTN00330,7750, 5/2/11,PTN00330,7750,,,,,,,,4.78576246609132,46.3144436862401,UU sup 10 Khab,Oui,CRZ BYT,10.20.169.58,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04251,MED,T21203,SI684387,PTN00278,7750, 4/2/12,PTN00278,7750, 1/1/5,,,,,,,6.6964931879129,44.3678082141085,"Commune <= 0,5 Khab",Oui,CRZ BYT,10.21.161.50,OK,Ericsson,CROZON_LIMIT_ON,CROZON_LIMIT_ON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04253,CTA,T31424,SI017969,PTN00064,7750, 5/1/18,PTN00064,7750,0,Default,,,,,,4.85531944590999,45.7655030341547,UU sup 400 Khab,Non,ZTD,10.20.206.58,OK,Ericsson,NO,NO,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04254,MED,T74359,SI724942,PTN00136,7750, 5/2/18,PTN00136,7750, 3/1/5,,,,,,,5.84226551435421,43.4232263737465,UU sup 10 Khab,Oui,CRZ BYT,10.21.247.66,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04260,MED,T73981,SI339258,PTN00110,7750, 4/1/1,PTN00110,7750, 1/1/5,,,,,,,3.16305532240995,43.1638276835245,,Oui,,10.21.253.198,OK,Ericsson,NO,NO,100,,Default,,0,10G,10G,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04263,CTA,T79657,SI728091,PTN00330,7750, 5/2/18,PTN00330,7750, 1/1/5,,,,,,,4.84770689256704,46.3920876958648,UU <= 10 Khab,Oui,CRZ BYT,10.20.152.154,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04264,MED,T84566,SI730601,PTN00543,7750, 4/2/14,PTN00543,7750, 1/1/5,,,,,,,6.62862665221659,43.2641937811439,UU sup 10 Khab,Oui,CRZ BYT,10.21.144.58,NOK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04266,MED,T72441,SI054942,PTN01072,7705, 1/1/8,PTN00461,7750, 7/1/3,,,,,,,4.6330374659496,43.6771157452916,UU sup 50 Khab,Oui,CRZ BYT,10.21.174.186,OK,Ericsson,NO,NO,100,,454000,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04277,MED,T79863,SI149895,PTN00110,7750, 4/1/1,PTN00110,7750, 7/1/3,,,,,,,4.40746428019364,43.8695590525954,UU sup 100 Khab,Oui,CRZ BYT,10.21.253.66,OK,Ericsson,NO,NO,100,,Default,,0,10G,10G,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04282,CTA,T37410,SI656757,PTN01168,7705, 1/5/7,PTN00066,7750, 7/1/3,,,,,,,4.98113119238847,45.7648157489493,,Non,,10.20.221.226,OK,Ericsson,NO,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04283,IDF,T10530,SI032389,,,,,, 7/1/3,,,,,,,2.33266670934861,48.8556285846652,,Non,,,,,,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04285,CTA,T37410,SI656757,PTN01168,7705, 1/5/7,PTN00066,7750,0,Default,,,,,,4.98113119238847,45.7648157489493,,Non,,10.20.221.234,OK,Ericsson,NO,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04286,CTA,T37410,SI656757,PTN01168,7705, 1/5/7,PTN00066,7750, 1/1/5,,,,,,,4.98113119238847,45.7648157489493,,Non,,10.20.221.242,OK,Ericsson,NO,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04294,MED,T73788,SI334427,PTN00463,7750, 4/2/3,PTN00463,7750, 7/1/3,,,,,,,4.51855474676785,44.1083785368555,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,10.21.246.74,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04296,CTA,T72112,SI016719,PTN01851,7705, 1/3/7,PTN01447,7750, 7/1/3,,,,,,,4.05582952121966,47.7300031491958,"Commune <= 0,5 Khab",Oui,CRZ BYT,10.20.247.90,OK,Ericsson,NO,CROZON_LIMIT_ON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04298,CTA,T71518,SI014588,PTN01911,7705, 1/1/2,PTN01443,7750,,,,,,,,3.85744028841881,45.8630392767203,,Oui,,10.20.198.34,NOK,Ericsson,NO,NO_CROZON,100,,Default,,,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04301,IDF,T10546,SI032902,PTN00017,7750, 4/2/2,PTN00017,7750,0,Default,,,,,,2.31061524471385,48.859247653255,UU sup 400 Khab,Non,ZTD,,,,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04303,MED,T16606,SI054092,PTN00102,7750, 4/1/23,PTN00102,7750,0,Default,,,,,,7.38857591281364,43.7288397573656,UU sup 50 Khab,Oui,CRZ BYT,,,,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04306,MED,T21145,SI684329,PTN01022,7705, 1/2/7,PTN00341,7750,0,Default,,,,,,3.13297333105824,43.2917426033663,UU <= 10 Khab,Oui,CRZ BYT,10.21.231.226,OK,Ericsson,NO,NO,100,,442000,,0,1G,0M,1G,100M,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04307,CTA,T83980,SI031406,PTN01767,7705, 1/4/1,PTN01448,7750, 3/1/5,,,,,,,3.54823762148186,47.7995030185375,,Oui,,10.20.236.242,OK,Ericsson,NO,CROZON_LIMIT_ON,100,,Default,Default,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04310,MED,T23503,SI058320,PTN00141,7750, 3/2/3,PTN00141,7750, 3/1/5,,,,,,,5.24109120749087,43.4242645221029,UU sup 400 Khab,Non,ZTD,,,,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04312,MED,T21758,SI684942,PTN00342,7750, 5/2/3,PTN00342,7750, 1/1/5,,,,,,,2.88400200224193,43.1177402288474,Commune sup 1 Khab,Oui,CRZ BYT,10.21.248.186,OK,Ericsson,CROZON_LIMIT_ON,CROZON_LIMIT_ON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04314,IDF,T16834,SI660892,PTN00047,7750, 3/1/23,PTN00047,7750,0,Default,,,,,,2.29804078568293,48.7370176104395,UU sup 400 Khab,Non,ZTD,10.21.23.50,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,0,N/A,N/A,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04316,MED,T21134,SI684318,PTN00502,7750, 3/2/17,PTN00502,7750, 1/1/5,,,,,,,3.48532045085113,43.3116286980473,UU sup 10 Khab,Oui,CRZ BYT,10.21.214.98,OK,Ericsson,CROZON_LIMIT_ON,CROZON_LIMIT_ON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04318,IDF,T17665,SI148574,PTN01594,, 1/1/5,PTN00070,, 3/1/5,,,,,,,2.22447044114787,48.8953802984281,UU sup 400 Khab,Non,ZTD,,,,NO,,,,Default,,0,1G,,1G,,full,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04322,MED,T79198,SI727764,PTN00462,7750, 3/1/24,PTN00462,7750, 3/1/5,,,,,,,4.36683627297864,43.8247959313887,UU sup 100 Khab,Oui,CRZ BYT,10.21.237.50,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,Default,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04323,IDF,T11781,SI148990,PTN00128,7750, 3/2/3,PTN00128,7750, 7/1/4,,,,,,,2.50867110655361,48.7450887631839,UU sup 400 Khab,Non,ZTD,,,,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04327,MED,T20333,SI054936,PTN00035,7750, 3/2/3,PTN00035,7750, 7/1/4,,,,,,,5.0635149809259,43.3782050146824,UU sup 400 Khab,Non,ZTD,,,,CROZON_LIMIT_ON,CROZON_LIMIT_ON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04332,MED,T72706,SI057946,PTN01992,, 1/1/6,PTN00034,7750, 7/1/4,,,,,,,6.59078680204539,44.1547068536536,"Commune <= 0,5 Khab",Oui,CRZ BYT,,,,,NO_CROZON,100,,,,0,,1G,,1G,,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04335,CTA,T31353,SI016168,PTN01304,7705, 1/1/8,PTN00291,7705, 7/1/4,,,,,,,6.13274991604663,45.0120859877419,Commune sup 1 Khab,Non,CRZ SFR,10.20.160.226,OK,Ericsson,NO,NO, ,,353000,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04337,MED,T71796,SI014343,PTN00278,7750, 4/2/12,PTN00278,7750, 7/1/4,,,,,,,6.60206658096753,44.3670792091105,"Commune entre 0,5 Khab et 1 Khab",Oui,CRZ BYT,10.21.161.74,OK,Ericsson,CROZON_LIMIT_ON,CROZON_LIMIT_ON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04338,MED,T21166,SI684350,PTN00341,7750, 5/1/24,PTN00341,7750, 1/1/5,,,,,,,3.30679086922239,43.3426190540067,UU <= 10 Khab,Oui,CRZ BYT,10.21.232.10,OK,Ericsson,NO,NO,100,,Default,,0,0M,0M,100M,100M,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04343,CTA,T85922,SI731023,PTN01860,7705, 1/2/8,PTN01440,7705,,,,,,,,3.07519830113972,47.5224003178844,Commune sup 1 Khab,Oui,CRZ BYT,10.20.241.18,OK,Ericsson,NO,NO, ,,225000,,,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04349,MED,T21173,SI684357,PTN00341,7750, 5/2/18,PTN00341,7750,0,Default,,,,,,3.13936832101476,43.3330057311195,UU <= 10 Khab,Oui,CRZ BYT,10.21.234.74,OK,Ericsson,NO,NO,100,,Default,,386,0M,0M,100M,100M,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04350,MED,T21174,SI684358,PTN00341,7750, 5/2/2,PTN00341,7750, 1/1/5,,,,,,,3.13920856240143,43.3145306437749,UU <= 10 Khab,Oui,CRZ BYT,10.21.232.90,OK,Ericsson,NO,NO,100,,Default,,0,0M,0M,100M,100M,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04352,MED,T20228,SI055057,PTN00985,7705, 1/2/7,PTN00037,7750, 7/1/4,,,,,,,5.37657528914524,43.2622718429541,UU sup 400 Khab,Non,ZTD,,,,NO,NO,100,,398000,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04361,MED,T79262,SI727828,PTN00343,7750, 5/2/13,PTN00343,7750, 7/1/4,,,,,,,4.45171716050651,43.8572404324013,,Oui,,,,,NO,NO,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04362,MED,T79268,SI727834,PTN00462,7750, 3/2/19,PTN00462,7750, 7/1/4,,,,,,,4.31196154719495,43.8429478032092,UU sup 100 Khab,Oui,CRZ BYT,10.21.251.50,OK,Ericsson,NO_CROZON,NO_CROZON,100,,Default,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04366,MED,T84517,SI730552,PTN01929,7705, 1/1/8,PTN00543,7750, 7/1/4,,,,,,,6.5335474280344,43.1710761426844,UU <= 10 Khab,Oui,CRZ BYT,10.21.159.186,OK,Ericsson,NO,NO_CROZON,100,,1000000,,0,1G,1G,1G,1G,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
E04367,MED,T21877,SI685061,PTN00341,7750, 5/2/3,PTN00341,7750, 7/1/4,,,,,,,3.30527404724975,43.4322261775425,UU <= 10 Khab,Oui,CRZ BYT,10.21.195.42,OK,Ericsson,NO,NO,100,,Default,,0,0M,0M,100M,100M,full,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
